epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1776.53,0.8265,0.66129,0.93512,0.71015,0.64538,0.65566,0.45437,1.04051,1.03318,1.01818,0.0082279,0.0082279,0.0082279
181,1784.21,0.82651,0.65474,0.93614,0.73914,0.63727,0.68552,0.45598,1.03913,0.9804,1.023,0.008218,0.008218,0.008218
182,1791.93,0.81584,0.64403,0.93214,0.73587,0.6313,0.65284,0.45687,1.00417,0.98383,1.00454,0.0082081,0.0082081,0.0082081
183,1799.77,0.8324,0.65392,0.94636,0.70799,0.64332,0.64686,0.4444,1.00999,1.00266,1.01001,0.0081982,0.0081982,0.0081982
184,1807.41,0.81843,0.66216,0.94473,0.73235,0.61226,0.6536,0.43766,1.05523,1.02201,1.03632,0.0081883,0.0081883,0.0081883
185,1815.1,0.83603,0.65843,0.93829,0.73756,0.6391,0.68089,0.46163,1.00901,0.94921,1.01799,0.0081784,0.0081784,0.0081784
186,1822.78,0.81331,0.65583,0.93691,0.68211,0.58306,0.60697,0.39134,1.11121,1.18762,1.05482,0.0081685,0.0081685,0.0081685
187,1830.5,0.82111,0.65661,0.93918,0.59615,0.33199,0.40924,0.2244,1.53455,2.24747,1.51609,0.0081586,0.0081586,0.0081586
188,1838.32,0.81944,0.66647,0.93546,0.75211,0.64355,0.68237,0.4638,1.01958,0.96636,1.01244,0.0081487,0.0081487,0.0081487
189,1846.02,0.82433,0.65358,0.93819,0.66515,0.65783,0.6503,0.4483,1.04237,1.04535,1.00261,0.0081388,0.0081388,0.0081388
190,1853.8,0.82665,0.65272,0.92486,0.66579,0.61403,0.64997,0.42329,1.15017,1.18298,1.09318,0.0081289,0.0081289,0.0081289
191,1861.59,0.81956,0.63446,0.94152,0.76001,0.66541,0.69454,0.47866,1.0028,1.0077,0.99519,0.008119,0.008119,0.008119
192,1869.29,0.82413,0.67177,0.94272,0.77302,0.62988,0.6713,0.46226,1.01404,1.02722,0.99833,0.0081091,0.0081091,0.0081091
193,1876.97,0.83534,0.6668,0.94668,0.75317,0.57444,0.62496,0.43116,1.03838,1.19693,1.00723,0.0080992,0.0080992,0.0080992
194,1884.65,0.83254,0.66311,0.94275,0.68795,0.65781,0.66804,0.46811,1.02608,0.98172,1.00624,0.0080893,0.0080893,0.0080893
195,1892.41,0.818,0.66148,0.93247,0.71966,0.65143,0.69441,0.4595,1.03187,0.9162,1.03022,0.0080794,0.0080794,0.0080794
196,1900.18,0.80979,0.62818,0.94032,0.75995,0.66495,0.70009,0.47467,1.03486,1.05879,1.00879,0.0080695,0.0080695,0.0080695
197,1907.89,0.82329,0.64142,0.93774,0.7471,0.62872,0.673,0.47854,1.0086,0.961,0.99368,0.0080596,0.0080596,0.0080596
198,1915.53,0.821,0.64119,0.93336,0.7161,0.6561,0.67267,0.45024,1.03214,1.02255,1.00617,0.0080497,0.0080497,0.0080497
199,1923.24,0.79992,0.63212,0.92998,0.77357,0.70127,0.70913,0.46916,1.05121,0.94878,1.03627,0.0080398,0.0080398,0.0080398
200,1931,0.82691,0.65847,0.94023,0.61594,0.46832,0.50245,0.28999,1.5038,1.61197,1.60452,0.0080299,0.0080299,0.0080299
201,1938.81,0.83822,0.66273,0.94352,0.73873,0.66493,0.67262,0.44817,1.04993,0.9842,1.01802,0.00802,0.00802,0.00802
202,1946.47,0.82632,0.63862,0.93142,0.76714,0.6704,0.69788,0.47066,1.00966,0.9282,1.00021,0.0080101,0.0080101,0.0080101
203,1954.32,0.78503,0.61402,0.9218,0.78997,0.67294,0.70248,0.47708,0.9881,0.92142,0.99465,0.0080002,0.0080002,0.0080002
204,1962.01,0.82441,0.63679,0.92694,0.77271,0.64139,0.68022,0.46224,1.0409,1.02022,1.00916,0.0079903,0.0079903,0.0079903
205,1969.77,0.80718,0.63674,0.93116,0.78304,0.65035,0.69585,0.46828,0.99975,0.94089,0.9976,0.0079804,0.0079804,0.0079804
206,1977.49,0.82505,0.63608,0.93456,0.76189,0.66592,0.68719,0.46786,0.99005,0.97029,0.99075,0.0079705,0.0079705,0.0079705
207,1985.24,0.81367,0.63544,0.933,0.71975,0.62343,0.67008,0.45399,1.02959,1.02413,1.00535,0.0079606,0.0079606,0.0079606
208,1993.03,0.80553,0.64743,0.93261,0.7163,0.62669,0.66146,0.44581,1.05636,1.08394,1.01714,0.0079507,0.0079507,0.0079507
209,2000.76,0.80948,0.63965,0.92388,0.73907,0.6398,0.67217,0.4461,1.08038,1.03879,1.04247,0.0079408,0.0079408,0.0079408
210,2008.51,0.80993,0.64057,0.9234,0.78331,0.64929,0.68139,0.47198,1.01433,0.96579,0.99363,0.0079309,0.0079309,0.0079309
211,2016.22,0.81345,0.62438,0.93319,0.6884,0.60272,0.62678,0.43301,1.03392,1.16581,0.9961,0.007921,0.007921,0.007921
212,2024,0.8084,0.6334,0.92803,0.76552,0.66469,0.67819,0.47028,1.01533,1.01641,1.00444,0.0079111,0.0079111,0.0079111
213,2031.64,0.82239,0.6441,0.93392,0.43089,0.32146,0.30646,0.18221,1.53994,2.58839,1.45286,0.0079012,0.0079012,0.0079012
214,2039.36,0.80487,0.62065,0.93234,0.3828,0.17956,0.15147,0.10019,1.8246,3.85053,1.81135,0.0078913,0.0078913,0.0078913
215,2047.14,0.80392,0.6231,0.93715,0.75006,0.65742,0.68199,0.46654,1.02258,0.93895,1.003,0.0078814,0.0078814,0.0078814
216,2054.86,0.78937,0.62757,0.93158,0.69207,0.64604,0.66375,0.4451,1.05316,0.9782,1.01704,0.0078715,0.0078715,0.0078715
217,2062.59,0.81211,0.63868,0.93232,0.72114,0.61535,0.65002,0.42461,1.08242,1.01613,1.03624,0.0078616,0.0078616,0.0078616
218,2070.33,0.7794,0.61294,0.92036,0.7444,0.64452,0.68139,0.47115,1.01391,0.99405,0.99801,0.0078517,0.0078517,0.0078517
219,2078.05,0.80315,0.62524,0.93047,0.43531,0.13147,0.1403,0.07521,2.10567,3.56637,2.13525,0.0078418,0.0078418,0.0078418
220,2085.73,0.78441,0.59896,0.92546,0.81734,0.60471,0.67444,0.45821,1.04571,1.05611,1.00516,0.0078319,0.0078319,0.0078319
221,2093.46,0.79017,0.61545,0.93157,0.75635,0.63894,0.6788,0.46348,1.04731,1.05173,1.01636,0.007822,0.007822,0.007822
222,2101.2,0.78683,0.59387,0.92657,0.75947,0.64694,0.67466,0.46973,1.01381,1.00606,0.99368,0.0078121,0.0078121,0.0078121
223,2109.01,0.80223,0.61387,0.92662,0.76251,0.66687,0.68368,0.47325,1.01282,0.97081,1.00495,0.0078022,0.0078022,0.0078022
224,2116.81,0.78124,0.60489,0.93038,0.79989,0.64546,0.68533,0.46517,1.03529,0.99979,1.0112,0.0077923,0.0077923,0.0077923
225,2124.54,0.81338,0.62984,0.93386,0.77509,0.66665,0.70462,0.47722,1.03344,0.97367,1.00017,0.0077824,0.0077824,0.0077824
226,2132.32,0.80367,0.62655,0.93647,0.76254,0.65737,0.6913,0.46754,1.01695,0.96513,1.01196,0.0077725,0.0077725,0.0077725
227,2140.11,0.78236,0.63014,0.92422,0.761,0.69476,0.69115,0.47929,1.00518,0.88458,0.99708,0.0077626,0.0077626,0.0077626
228,2147.78,0.77109,0.61424,0.92144,0.53934,0.4666,0.53602,0.34339,1.21689,1.51293,1.13011,0.0077527,0.0077527,0.0077527
229,2155.5,0.7763,0.59442,0.92223,0.73452,0.62593,0.65973,0.45524,1.03991,1.11439,1.00054,0.0077428,0.0077428,0.0077428
230,2163.28,0.78045,0.61039,0.91589,0.77926,0.66504,0.68597,0.46788,1.02992,1.04093,1.00574,0.0077329,0.0077329,0.0077329
231,2171.07,0.80081,0.62678,0.93201,0.78896,0.64188,0.69198,0.46601,1.06248,1.11986,1.02627,0.007723,0.007723,0.007723
232,2178.84,0.77564,0.5939,0.92846,0.70492,0.61113,0.63046,0.41632,1.11657,1.14295,1.05747,0.0077131,0.0077131,0.0077131
233,2186.58,0.80511,0.64536,0.92194,0.69965,0.65512,0.67133,0.46059,1.0306,0.99839,1.00446,0.0077032,0.0077032,0.0077032
234,2194.32,0.78528,0.60516,0.91837,0.69755,0.67121,0.67024,0.4589,1.03379,1.04951,0.99767,0.0076933,0.0076933,0.0076933
235,2202.13,0.76746,0.60307,0.91612,0.76029,0.64693,0.68326,0.46692,1.00622,1.00366,1.00161,0.0076834,0.0076834,0.0076834
236,2209.88,0.77831,0.59304,0.9222,0.70617,0.66796,0.66726,0.45006,1.04691,0.99636,1.01552,0.0076735,0.0076735,0.0076735
237,2217.58,0.7783,0.6052,0.92312,0.8118,0.63181,0.68876,0.46574,1.03694,0.96518,1.00646,0.0076636,0.0076636,0.0076636
238,2225.3,0.77323,0.60516,0.93047,0.72085,0.6668,0.68088,0.46704,1.01235,0.91979,0.99841,0.0076537,0.0076537,0.0076537
239,2233.11,0.7801,0.59241,0.92434,0.79921,0.65593,0.68395,0.46051,1.01634,0.94193,1.00026,0.0076438,0.0076438,0.0076438
240,2240.83,0.78103,0.60078,0.92962,0.74494,0.65969,0.67382,0.45427,1.03624,0.95277,1.02253,0.0076339,0.0076339,0.0076339
241,2248.52,0.76808,0.59762,0.92542,0.68654,0.64704,0.66643,0.44825,1.04525,1.03396,1.01747,0.007624,0.007624,0.007624
242,2256.2,0.78082,0.59747,0.91917,0.71218,0.65956,0.66226,0.45543,1.03192,0.98309,1.01128,0.0076141,0.0076141,0.0076141
243,2263.94,0.78673,0.60138,0.92389,0.77351,0.63937,0.68621,0.47786,0.99165,0.96129,0.98677,0.0076042,0.0076042,0.0076042
244,2271.76,0.77442,0.58992,0.92579,0.71749,0.65815,0.69845,0.48201,0.99128,0.94472,0.98104,0.0075943,0.0075943,0.0075943
245,2279.44,0.78604,0.61239,0.92454,0.76167,0.67578,0.69037,0.47552,1.01502,0.90484,1.00146,0.0075844,0.0075844,0.0075844
246,2287.16,0.77454,0.60081,0.91514,0.77279,0.66028,0.69155,0.46912,1.03084,0.94957,1.01577,0.0075745,0.0075745,0.0075745
247,2294.93,0.78564,0.60654,0.91929,0.73688,0.63185,0.66592,0.45511,1.02882,1.01928,1.01962,0.0075646,0.0075646,0.0075646
248,2302.77,0.7934,0.61479,0.92526,0.72933,0.62283,0.65982,0.44127,1.01804,1.01299,0.99692,0.0075547,0.0075547,0.0075547
249,2310.41,0.78843,0.59423,0.91722,0.6598,0.54252,0.56622,0.35796,1.27343,1.49075,1.19095,0.0075448,0.0075448,0.0075448
250,2318.16,0.77504,0.58612,0.91929,0.70025,0.64303,0.65867,0.45665,1.00564,1.00787,0.99315,0.0075349,0.0075349,0.0075349
251,2325.94,0.75869,0.56549,0.91903,0.77015,0.62267,0.6667,0.46018,1.01177,1.03826,0.99803,0.007525,0.007525,0.007525
252,2333.67,0.75104,0.57977,0.913,0.73852,0.64415,0.66435,0.46321,1.00252,0.95773,0.98135,0.0075151,0.0075151,0.0075151
253,2341.35,0.7787,0.57588,0.92337,0.65614,0.48633,0.5441,0.33309,1.28249,1.45924,1.17431,0.0075052,0.0075052,0.0075052
254,2349.1,0.7859,0.59445,0.92928,0.76915,0.69747,0.70737,0.4767,1.00706,0.91001,0.99252,0.0074953,0.0074953,0.0074953
255,2356.88,0.75995,0.5855,0.91765,0.74224,0.64196,0.6654,0.44371,1.05341,1.01522,1.00653,0.0074854,0.0074854,0.0074854
256,2364.72,0.79094,0.6038,0.93292,0.76342,0.68935,0.70028,0.48162,0.9905,0.89324,0.99202,0.0074755,0.0074755,0.0074755
257,2372.39,0.77203,0.58444,0.92248,0.74647,0.61946,0.65407,0.43847,1.08777,1.10533,1.05266,0.0074656,0.0074656,0.0074656
258,2380.1,0.75819,0.57892,0.91598,0.76115,0.65036,0.69337,0.47714,0.9917,0.9358,0.98643,0.0074557,0.0074557,0.0074557
259,2387.79,0.7635,0.57427,0.92078,0.66699,0.54224,0.58846,0.38196,1.18892,1.14759,1.16638,0.0074458,0.0074458,0.0074458
260,2395.57,0.75547,0.57206,0.91383,0.76844,0.66288,0.7072,0.48088,1.00329,0.91361,0.99023,0.0074359,0.0074359,0.0074359
261,2403.29,0.7691,0.59058,0.91648,0.78121,0.64859,0.69381,0.47415,1.02444,0.92253,1.00237,0.007426,0.007426,0.007426
262,2411.02,0.75139,0.57245,0.91927,0.53608,0.49863,0.51794,0.32524,1.30103,1.37932,1.32161,0.0074161,0.0074161,0.0074161
263,2418.74,0.75032,0.57723,0.91963,0.72417,0.62483,0.67041,0.46028,1.0233,1.01365,0.99976,0.0074062,0.0074062,0.0074062
264,2426.61,0.75961,0.5996,0.91992,0.80387,0.67396,0.6987,0.47933,1.01172,0.93379,0.99093,0.0073963,0.0073963,0.0073963
265,2434.34,0.75294,0.58009,0.91,0.74379,0.69875,0.7218,0.50181,0.9814,0.88792,0.99586,0.0073864,0.0073864,0.0073864
266,2442.19,0.75149,0.57255,0.91534,0.77678,0.68338,0.71524,0.48625,1.00946,0.92094,0.99262,0.0073765,0.0073765,0.0073765
267,2449.98,0.76158,0.57156,0.90791,0.71233,0.69193,0.68491,0.46557,1.01741,0.94492,0.9963,0.0073666,0.0073666,0.0073666
268,2457.66,0.75932,0.58627,0.91577,0.74969,0.68284,0.6875,0.4655,1.04462,0.96595,1.00192,0.0073567,0.0073567,0.0073567
269,2465.33,0.76721,0.57383,0.92343,0.77828,0.60042,0.66356,0.4639,1.01755,1.13531,0.99409,0.0073468,0.0073468,0.0073468
270,2473.11,0.76755,0.57992,0.92074,0.81121,0.64452,0.68763,0.47891,1.00758,0.9745,0.99098,0.0073369,0.0073369,0.0073369
271,2480.94,0.73936,0.56329,0.91264,0.76073,0.6605,0.68804,0.47625,1.01658,0.94868,0.99679,0.007327,0.007327,0.007327
272,2488.7,0.75718,0.57796,0.92323,0.793,0.64761,0.69863,0.48404,1.01625,1.00022,0.98895,0.0073171,0.0073171,0.0073171
273,2496.46,0.75295,0.55314,0.907,0.78678,0.66112,0.69678,0.48179,1.00842,0.91457,0.9847,0.0073072,0.0073072,0.0073072
274,2504.17,0.75757,0.57737,0.92088,0.73797,0.67313,0.67985,0.47438,1.01647,0.94861,0.99344,0.0072973,0.0072973,0.0072973
275,2511.9,0.75981,0.56484,0.91602,0.73979,0.67466,0.67861,0.47037,1.00846,0.91329,0.98572,0.0072874,0.0072874,0.0072874
276,2519.6,0.75701,0.56713,0.92189,0.74411,0.63274,0.66506,0.45921,1.03122,1.02623,1.01006,0.0072775,0.0072775,0.0072775
277,2527.25,0.72377,0.55462,0.90055,0.76383,0.63401,0.67942,0.47051,1.00877,0.95457,0.99453,0.0072676,0.0072676,0.0072676
278,2535.03,0.74357,0.56988,0.91531,0.74218,0.63763,0.6775,0.46652,1.02422,1.0315,1.00709,0.0072577,0.0072577,0.0072577
279,2542.87,0.73773,0.55278,0.91262,0.75477,0.67142,0.69061,0.48428,0.99064,0.89911,0.99192,0.0072478,0.0072478,0.0072478
280,2550.54,0.73307,0.55496,0.90985,0.76742,0.64499,0.67174,0.46203,1.00371,0.95836,0.99675,0.0072379,0.0072379,0.0072379
281,2558.31,0.71973,0.55374,0.90263,0.71742,0.66848,0.68613,0.47902,0.99535,0.89709,0.98253,0.007228,0.007228,0.007228
282,2566.04,0.73546,0.5448,0.9097,0.74561,0.65832,0.68913,0.47151,1.00614,0.95889,0.99111,0.0072181,0.0072181,0.0072181
283,2573.82,0.76012,0.56729,0.92061,0.78106,0.66448,0.68001,0.4548,1.0259,0.95405,1.00837,0.0072082,0.0072082,0.0072082
284,2581.56,0.73067,0.54802,0.90157,0.78704,0.61736,0.67491,0.46357,1.04789,1.05222,1.00323,0.0071983,0.0071983,0.0071983
285,2589.28,0.74354,0.55281,0.9149,0.77545,0.63078,0.68136,0.46314,1.01992,0.92169,0.99244,0.0071884,0.0071884,0.0071884
286,2597.02,0.74322,0.54613,0.91144,0.72044,0.69897,0.70538,0.488,0.99274,0.92481,0.9766,0.0071785,0.0071785,0.0071785
287,2604.9,0.74273,0.57022,0.90618,0.80214,0.68185,0.71379,0.4943,1.00892,0.95129,0.97909,0.0071686,0.0071686,0.0071686
288,2612.52,0.74475,0.55199,0.9063,0.75661,0.67011,0.69519,0.48254,1.00821,0.95698,0.9849,0.0071587,0.0071587,0.0071587
289,2620.26,0.73573,0.54615,0.90389,0.78831,0.55781,0.63753,0.41085,1.171,1.1656,1.08912,0.0071488,0.0071488,0.0071488
290,2628,0.72961,0.54339,0.90923,0.78183,0.6535,0.68753,0.46673,1.02316,0.96483,1.00509,0.0071389,0.0071389,0.0071389
291,2635.82,0.75154,0.57161,0.91533,0.75449,0.6438,0.67781,0.46027,1.02307,0.95228,1.01189,0.007129,0.007129,0.007129
292,2643.57,0.7446,0.56851,0.91574,0.77179,0.65469,0.66835,0.46068,1.03115,1.00781,1.00406,0.0071191,0.0071191,0.0071191
293,2651.31,0.74122,0.55235,0.90772,0.7204,0.65766,0.65779,0.45164,1.02407,1.02525,0.99207,0.0071092,0.0071092,0.0071092
294,2659.09,0.74425,0.55514,0.91159,0.75373,0.62473,0.66989,0.45905,1.04593,1.08113,1.01301,0.0070993,0.0070993,0.0070993
295,2666.84,0.74498,0.55682,0.90468,0.78217,0.64176,0.6704,0.45861,1.03269,1.01283,1.01115,0.0070894,0.0070894,0.0070894
296,2674.61,0.74009,0.54339,0.90495,0.75042,0.6375,0.65127,0.45103,1.02715,1.0261,0.99872,0.0070795,0.0070795,0.0070795
297,2682.32,0.74124,0.55548,0.90499,0.77458,0.65436,0.67535,0.46478,1.00329,0.96929,0.98924,0.0070696,0.0070696,0.0070696
298,2690.1,0.74475,0.56765,0.91213,0.75331,0.66442,0.68296,0.47084,1.01683,0.99797,0.99542,0.0070597,0.0070597,0.0070597
299,2697.9,0.75392,0.56004,0.91402,0.75023,0.67457,0.67817,0.47195,1.02372,0.98146,0.99941,0.0070498,0.0070498,0.0070498
300,2705.59,0.74944,0.55844,0.91266,0.78956,0.65942,0.68867,0.46956,1.03755,0.94772,1.00925,0.0070399,0.0070399,0.0070399
301,2713.32,0.7179,0.54835,0.90596,0.74873,0.64094,0.68141,0.47214,1.02597,0.97286,0.98956,0.00703,0.00703,0.00703
302,2721.07,0.73236,0.54843,0.90875,0.76144,0.64455,0.68254,0.47336,1.01374,0.94239,0.98448,0.0070201,0.0070201,0.0070201
303,2728.78,0.72347,0.54738,0.90382,0.75439,0.68319,0.69036,0.47787,1.01728,0.89331,0.99705,0.0070102,0.0070102,0.0070102
304,2736.54,0.73324,0.54104,0.91026,0.78699,0.59461,0.64622,0.42933,1.11089,1.14584,1.06132,0.0070003,0.0070003,0.0070003
305,2744.35,0.72712,0.54482,0.9121,0.7318,0.64342,0.68055,0.46063,1.03916,1.01992,1.00829,0.0069904,0.0069904,0.0069904
306,2752.06,0.73824,0.5632,0.91227,0.75613,0.64496,0.66398,0.46455,1.01592,0.99001,0.98827,0.0069805,0.0069805,0.0069805
307,2759.88,0.73892,0.55758,0.90369,0.7761,0.66303,0.67725,0.46518,1.02416,0.93193,0.9927,0.0069706,0.0069706,0.0069706
308,2767.57,0.73665,0.55165,0.90214,0.78119,0.67304,0.70374,0.49005,1.00658,0.9324,0.98575,0.0069607,0.0069607,0.0069607
309,2775.47,0.72703,0.54603,0.9058,0.78462,0.65319,0.69204,0.48286,1.00041,0.95092,0.99839,0.0069508,0.0069508,0.0069508
310,2783.11,0.73685,0.55793,0.91229,0.7728,0.60794,0.65744,0.45133,1.04637,1.07395,1.01629,0.0069409,0.0069409,0.0069409
311,2790.89,0.7279,0.53648,0.9001,0.77693,0.67695,0.68742,0.47877,0.98654,0.93926,0.97892,0.006931,0.006931,0.006931
312,2798.6,0.7433,0.56066,0.90003,0.78326,0.65592,0.67796,0.48083,0.99035,0.95022,0.97223,0.0069211,0.0069211,0.0069211
313,2806.36,0.72478,0.55465,0.90692,0.78747,0.62068,0.6745,0.46976,1.04292,1.07901,1.00674,0.0069112,0.0069112,0.0069112
314,2814.16,0.74634,0.56756,0.911,0.7603,0.65991,0.68374,0.47902,1.01926,1.05398,0.99179,0.0069013,0.0069013,0.0069013
315,2821.83,0.73221,0.56058,0.906,0.7742,0.67733,0.67683,0.47784,1.01238,0.98756,0.98939,0.0068914,0.0068914,0.0068914
316,2829.51,0.71901,0.55317,0.90793,0.80814,0.67407,0.68766,0.47631,1.00727,0.95253,0.98337,0.0068815,0.0068815,0.0068815
317,2837.3,0.72084,0.54191,0.90558,0.78122,0.66605,0.67528,0.47123,1.02271,0.97033,1.00211,0.0068716,0.0068716,0.0068716
318,2845,0.6999,0.52979,0.90479,0.79645,0.676,0.69076,0.47676,1.01823,0.94643,1.0086,0.0068617,0.0068617,0.0068617
319,2852.74,0.71281,0.53659,0.90851,0.81156,0.65789,0.69638,0.4803,1.02,0.93171,0.98915,0.0068518,0.0068518,0.0068518
320,2860.51,0.7218,0.52824,0.90351,0.73847,0.69831,0.70982,0.49193,1.00675,0.9198,0.97965,0.0068419,0.0068419,0.0068419
321,2868.23,0.72917,0.54204,0.91023,0.74429,0.67352,0.69913,0.47631,1.03292,0.97638,0.99324,0.006832,0.006832,0.006832
322,2875.95,0.72164,0.53299,0.90476,0.79772,0.65532,0.69714,0.47677,1.02758,0.99965,0.99707,0.0068221,0.0068221,0.0068221
323,2883.76,0.72396,0.53922,0.90374,0.70167,0.62117,0.66004,0.44554,1.0795,1.08227,1.01747,0.0068122,0.0068122,0.0068122
324,2891.46,0.71024,0.52639,0.89782,0.78854,0.65462,0.69677,0.47907,1.01128,0.92657,0.99257,0.0068023,0.0068023,0.0068023
325,2899.21,0.71441,0.52422,0.90036,0.77852,0.66653,0.69171,0.47251,1.02179,0.916,1.00662,0.0067924,0.0067924,0.0067924
326,2906.89,0.733,0.53499,0.90889,0.79921,0.66512,0.69074,0.47541,1.02159,0.95999,1.00352,0.0067825,0.0067825,0.0067825
327,2914.7,0.71684,0.53733,0.89978,0.75752,0.67555,0.69918,0.47981,1.02421,0.94704,1.00302,0.0067726,0.0067726,0.0067726
328,2922.38,0.70794,0.52595,0.90065,0.76914,0.67467,0.69853,0.48733,1.01895,0.9627,0.98994,0.0067627,0.0067627,0.0067627
329,2930.16,0.71472,0.52842,0.90249,0.77212,0.67582,0.6925,0.47684,1.04632,1.03978,0.99578,0.0067528,0.0067528,0.0067528
330,2937.91,0.7252,0.53272,0.90149,0.73517,0.62921,0.6594,0.43568,1.11395,1.17487,1.04597,0.0067429,0.0067429,0.0067429
331,2945.66,0.71708,0.53698,0.90759,0.77407,0.66458,0.69676,0.46314,1.03377,0.96039,1.009,0.006733,0.006733,0.006733
332,2953.37,0.73418,0.54134,0.90449,0.81721,0.61633,0.66027,0.45373,1.04854,1.00772,1.00903,0.0067231,0.0067231,0.0067231
333,2961,0.71454,0.53498,0.90752,0.79433,0.61863,0.67392,0.46468,1.02995,0.97078,1.00011,0.0067132,0.0067132,0.0067132
334,2968.77,0.72245,0.52993,0.9059,0.78024,0.61033,0.67956,0.47019,1.00899,0.938,0.98511,0.0067033,0.0067033,0.0067033
335,2976.53,0.71297,0.52571,0.91241,0.81801,0.6317,0.69452,0.47402,1.01351,0.90276,1.0016,0.0066934,0.0066934,0.0066934
336,2984.32,0.73669,0.54229,0.90652,0.80694,0.60722,0.66886,0.46193,1.02987,1.01062,0.99606,0.0066835,0.0066835,0.0066835
337,2992.16,0.71911,0.54026,0.90926,0.75515,0.6268,0.67264,0.4647,1.02822,0.98312,1.01504,0.0066736,0.0066736,0.0066736
338,2999.82,0.71019,0.52473,0.90494,0.74887,0.67064,0.70264,0.47875,1.01482,0.93816,1.0046,0.0066637,0.0066637,0.0066637
339,3007.6,0.70014,0.51966,0.90237,0.74599,0.65288,0.68534,0.47281,0.99538,0.9553,0.98408,0.0066538,0.0066538,0.0066538
340,3015.39,0.70595,0.51803,0.89567,0.71007,0.63744,0.66336,0.44881,1.03011,1.04758,0.99745,0.0066439,0.0066439,0.0066439
341,3023.22,0.70257,0.52144,0.89498,0.81583,0.62939,0.69217,0.47646,1.00191,0.9337,0.99037,0.006634,0.006634,0.006634
342,3030.88,0.70752,0.5139,0.90498,0.64708,0.42864,0.50672,0.31321,1.26388,1.65801,1.21651,0.0066241,0.0066241,0.0066241
343,3038.68,0.70901,0.51266,0.90561,0.74827,0.65888,0.69319,0.47347,1.02186,0.95108,0.99162,0.0066142,0.0066142,0.0066142
344,3046.38,0.70374,0.51941,0.89725,0.78859,0.63666,0.69617,0.47107,1.03403,0.99836,1.00881,0.0066043,0.0066043,0.0066043
345,3054.18,0.69837,0.52658,0.89738,0.82093,0.63393,0.69192,0.46367,1.01565,0.94915,1.00152,0.0065944,0.0065944,0.0065944
346,3061.94,0.70102,0.52164,0.89637,0.76251,0.63924,0.66353,0.46498,1.01727,0.94328,0.99262,0.0065845,0.0065845,0.0065845
347,3069.63,0.71714,0.53501,0.90131,0.70382,0.70134,0.6937,0.48362,1.01193,0.89221,0.99747,0.0065746,0.0065746,0.0065746
348,3077.37,0.70212,0.50399,0.9015,0.77578,0.66204,0.68761,0.47849,1.0151,0.92901,1.00944,0.0065647,0.0065647,0.0065647
349,3085.15,0.72472,0.52622,0.90294,0.79063,0.64346,0.69726,0.47608,1.0186,0.91969,1.00931,0.0065548,0.0065548,0.0065548
350,3092.87,0.70677,0.51777,0.89894,0.75575,0.66548,0.69839,0.48223,1.01064,0.91588,1.00705,0.0065449,0.0065449,0.0065449
351,3100.58,0.70129,0.50487,0.89837,0.72737,0.64467,0.67542,0.46688,1.01254,0.98716,0.99778,0.006535,0.006535,0.006535
352,3108.34,0.70772,0.51949,0.89991,0.78285,0.65076,0.69393,0.48082,1.00129,0.92061,0.98875,0.0065251,0.0065251,0.0065251
353,3116.08,0.71173,0.52929,0.90846,0.81582,0.66404,0.69726,0.47484,1.01794,0.9238,1.00864,0.0065152,0.0065152,0.0065152
354,3123.8,0.70501,0.51361,0.89782,0.7711,0.67571,0.70288,0.47864,1.00017,0.89842,0.99436,0.0065053,0.0065053,0.0065053
355,3131.56,0.70715,0.52861,0.90544,0.80684,0.6201,0.68111,0.46554,1.02134,0.97622,0.99904,0.0064954,0.0064954,0.0064954
356,3139.34,0.7128,0.51747,0.90218,0.74419,0.62283,0.65462,0.44932,1.0345,0.99493,0.99328,0.0064855,0.0064855,0.0064855
357,3147.09,0.69407,0.50797,0.89986,0.77913,0.60949,0.66447,0.45815,1.01476,0.99123,0.98658,0.0064756,0.0064756,0.0064756
358,3154.84,0.69679,0.51824,0.899,0.81213,0.64368,0.68676,0.48019,1.019,0.9386,0.98523,0.0064657,0.0064657,0.0064657
359,3162.61,0.69441,0.50599,0.90642,0.74272,0.67538,0.69078,0.47191,1.02473,0.93985,0.99081,0.0064558,0.0064558,0.0064558
360,3170.36,0.69344,0.5136,0.88968,0.76914,0.6685,0.68981,0.48239,1.0061,0.87962,0.9855,0.0064459,0.0064459,0.0064459
361,3178.15,0.6924,0.51562,0.90498,0.76965,0.65701,0.6878,0.47743,1.01516,0.9014,0.98447,0.006436,0.006436,0.006436
362,3185.83,0.70246,0.50864,0.89734,0.78563,0.6346,0.67851,0.46504,1.04699,0.94754,1.01516,0.0064261,0.0064261,0.0064261
363,3193.58,0.70115,0.51637,0.90027,0.81875,0.64474,0.6836,0.47516,1.02963,0.94271,1.00111,0.0064162,0.0064162,0.0064162
364,3201.33,0.69886,0.51688,0.90064,0.78346,0.62272,0.66407,0.45636,1.04282,0.96698,1.00342,0.0064063,0.0064063,0.0064063
365,3209.05,0.70333,0.52141,0.8986,0.72853,0.6967,0.68697,0.47786,1.02149,0.89425,1.00464,0.0063964,0.0063964,0.0063964
