epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,1360.8,0.91114,0.83603,0.97387,0.61506,0.49751,0.53506,0.33195,1.19569,1.32859,1.12644,0.0082873,0.0082873,0.0082873
175,1368.65,0.92463,0.81127,0.97663,0.57703,0.37365,0.3887,0.20418,1.6178,2.18545,1.8457,0.0082774,0.0082774,0.0082774
176,1376.42,0.91501,0.80788,0.97175,0.28248,0.21192,0.19187,0.10159,1.83101,2.85295,1.96213,0.0082675,0.0082675,0.0082675
177,1384.15,0.87734,0.78761,0.97338,0.40238,0.18192,0.20114,0.1006,2.12205,3.1627,2.46561,0.0082576,0.0082576,0.0082576
178,1391.92,0.88893,0.78896,0.96781,0.50249,0.44505,0.40546,0.22463,1.4652,2.00777,1.50607,0.0082477,0.0082477,0.0082477
179,1399.74,0.9307,0.84367,0.98409,0.7264,0.65789,0.68147,0.45892,0.98472,0.94993,0.99564,0.0082378,0.0082378,0.0082378
180,1407.55,0.89643,0.793,0.9691,0.6947,0.63042,0.65533,0.42194,1.09609,1.03521,1.08778,0.0082279,0.0082279,0.0082279
181,1415.32,0.89617,0.76974,0.96986,0.45132,0.30699,0.31915,0.1459,1.89112,2.30842,1.89407,0.008218,0.008218,0.008218
182,1423.15,0.88102,0.76571,0.96094,0.58863,0.34831,0.36086,0.18303,1.66945,1.82571,1.80974,0.0082081,0.0082081,0.0082081
183,1431.03,0.89129,0.80493,0.98267,0.57451,0.60655,0.59454,0.406,1.03835,1.16703,1.03294,0.0081982,0.0081982,0.0081982
184,1438.82,0.88848,0.80015,0.97526,0.41039,0.21541,0.22113,0.12195,1.86411,2.75385,1.97967,0.0081883,0.0081883,0.0081883
185,1446.7,0.88835,0.77983,0.96915,0.5648,0.50179,0.52127,0.30475,1.26745,1.46002,1.21385,0.0081784,0.0081784,0.0081784
186,1454.4,0.88364,0.78741,0.97529,0.4038,0.39871,0.3759,0.18531,1.83243,2.45743,2.23654,0.0081685,0.0081685,0.0081685
187,1462.25,0.88724,0.79508,0.97611,0.7069,0.60152,0.63169,0.41754,1.07118,1.06052,1.0467,0.0081586,0.0081586,0.0081586
188,1470.06,0.90295,0.81286,0.97785,0.65597,0.64996,0.66824,0.44232,1.01512,1.00698,1.01289,0.0081487,0.0081487,0.0081487
189,1477.77,0.9047,0.80693,0.97689,0.34574,0.22865,0.21286,0.11056,1.81099,2.37356,1.76366,0.0081388,0.0081388,0.0081388
190,1485.53,0.91271,0.79764,0.96233,0.2628,0.2814,0.20404,0.11485,1.8311,2.71457,2.11709,0.0081289,0.0081289,0.0081289
191,1493.27,0.89892,0.79618,0.97869,0.41922,0.21533,0.24394,0.12556,1.8208,2.72178,1.724,0.008119,0.008119,0.008119
192,1501.03,0.9061,0.82758,0.97823,0.6859,0.59039,0.63183,0.41705,1.09932,1.14098,1.03625,0.0081091,0.0081091,0.0081091
193,1508.8,0.90849,0.82389,0.98531,0.59716,0.37192,0.34448,0.18745,1.49546,1.87674,1.59336,0.0080992,0.0080992,0.0080992
194,1516.55,0.9204,0.83994,0.98276,0.59005,0.60561,0.62429,0.42167,1.03799,1.04604,1.04382,0.0080893,0.0080893,0.0080893
195,1524.36,0.91125,0.81686,0.98127,0.28832,0.21645,0.15575,0.06657,2.59074,3.74387,3.58017,0.0080794,0.0080794,0.0080794
196,1532.18,0.91524,0.80858,0.98943,0.44018,0.50832,0.44676,0.24542,1.50447,1.58297,1.6339,0.0080695,0.0080695,0.0080695
197,1540,0.89417,0.80449,0.97127,0.68409,0.65221,0.67898,0.45199,1.03839,0.97441,1.01513,0.0080596,0.0080596,0.0080596
198,1547.88,0.8895,0.79271,0.97162,0.68267,0.58893,0.62226,0.40361,1.09744,1.23207,1.05247,0.0080497,0.0080497,0.0080497
199,1555.61,0.87608,0.79047,0.96516,0.53377,0.54614,0.53362,0.30247,1.41774,1.41452,1.51256,0.0080398,0.0080398,0.0080398
200,1563.38,0.94192,0.83598,0.98876,0.51754,0.20124,0.18171,0.06825,2.67465,2.8556,4.19998,0.0080299,0.0080299,0.0080299
201,1571.24,0.91841,0.80829,0.97882,0.71648,0.6543,0.69174,0.4666,1.01382,0.92968,1.01244,0.00802,0.00802,0.00802
202,1579.04,0.89124,0.77749,0.97276,0.67662,0.63022,0.6432,0.42444,1.02064,0.99496,1.0283,0.0080101,0.0080101,0.0080101
203,1586.84,0.86552,0.75616,0.9589,0.4631,0.24532,0.24099,0.1163,2.0064,3.7843,2.43788,0.0080002,0.0080002,0.0080002
204,1594.67,0.91654,0.79622,0.97416,0.66183,0.56316,0.5923,0.38485,1.08896,1.23138,1.05235,0.0079903,0.0079903,0.0079903
205,1602.49,0.89654,0.77533,0.96794,0.66337,0.68291,0.68822,0.45823,0.99917,0.94939,1.02031,0.0079804,0.0079804,0.0079804
206,1610.26,0.90268,0.78947,0.973,0.51526,0.40264,0.41277,0.2026,1.66023,1.94459,1.75649,0.0079705,0.0079705,0.0079705
207,1618.07,0.89931,0.77305,0.96906,0.53179,0.29143,0.3225,0.1627,1.81241,2.86844,2.03666,0.0079606,0.0079606,0.0079606
208,1625.97,0.89039,0.78954,0.96635,0.39658,0.21113,0.21108,0.11101,1.99598,3.06393,2.09857,0.0079507,0.0079507,0.0079507
209,1633.69,0.87562,0.78047,0.95732,0.27913,0.12299,0.06481,0.02162,2.99698,4.80799,3.7351,0.0079408,0.0079408,0.0079408
210,1641.57,0.88459,0.7744,0.95339,0.57884,0.50146,0.53624,0.32446,1.27294,1.64621,1.19107,0.0079309,0.0079309,0.0079309
211,1649.39,0.89883,0.76513,0.97192,0.73423,0.63343,0.66991,0.4563,1.0049,0.97994,0.99339,0.007921,0.007921,0.007921
212,1657.27,0.89214,0.76863,0.96618,0.69583,0.68362,0.67395,0.45632,1.00091,0.97756,1.00359,0.0079111,0.0079111,0.0079111
213,1665,0.88655,0.7577,0.96987,0.55844,0.45093,0.44462,0.23582,1.54213,1.83679,1.56738,0.0079012,0.0079012,0.0079012
214,1672.81,0.88558,0.75752,0.96898,0.71512,0.6393,0.68835,0.46676,0.98886,0.92597,0.99313,0.0078913,0.0078913,0.0078913
215,1680.61,0.87085,0.75438,0.96746,0.61624,0.45992,0.52096,0.33685,1.20505,1.70474,1.10071,0.0078814,0.0078814,0.0078814
216,1688.52,0.87579,0.75877,0.96579,0.65836,0.59329,0.62482,0.42159,1.04742,1.05805,1.03118,0.0078715,0.0078715,0.0078715
217,1696.29,0.88688,0.75746,0.9706,0.76263,0.62663,0.69114,0.46249,0.9985,0.93207,0.99855,0.0078616,0.0078616,0.0078616
218,1704.05,0.84893,0.74276,0.95189,0.51083,0.21251,0.13088,0.04839,2.75011,4.24355,3.79399,0.0078517,0.0078517,0.0078517
219,1711.97,0.8879,0.76542,0.96854,0.47643,0.27614,0.2362,0.09941,2.22926,2.98532,2.67759,0.0078418,0.0078418,0.0078418
220,1719.69,0.84675,0.71561,0.95335,0.67831,0.61818,0.6552,0.41837,1.05819,1.03212,1.04221,0.0078319,0.0078319,0.0078319
221,1727.49,0.86479,0.73831,0.96625,0.7326,0.63523,0.66574,0.45009,1.01232,0.98182,1.01333,0.007822,0.007822,0.007822
222,1735.26,0.86353,0.72385,0.95849,0.48719,0.20316,0.17836,0.08783,2.0941,3.05626,2.47517,0.0078121,0.0078121,0.0078121
223,1743.17,0.86787,0.74227,0.96056,0.65131,0.62722,0.64836,0.43291,1.00596,0.95549,1.01915,0.0078022,0.0078022,0.0078022
224,1751,0.84616,0.72535,0.96028,0.61611,0.61791,0.62312,0.40587,1.08683,1.08689,1.05855,0.0077923,0.0077923,0.0077923
225,1758.76,0.87503,0.75545,0.96,0.6472,0.56323,0.58928,0.37081,1.1311,1.29178,1.07871,0.0077824,0.0077824,0.0077824
226,1766.62,0.86648,0.75033,0.96189,0.67294,0.60409,0.63833,0.43079,1.00493,1.00385,1.01857,0.0077725,0.0077725,0.0077725
227,1774.38,0.86016,0.76124,0.95549,0.44058,0.49193,0.4615,0.25665,1.43629,1.49513,1.4599,0.0077626,0.0077626,0.0077626
228,1782.26,0.84919,0.73829,0.95352,0.55569,0.32359,0.33321,0.1651,1.8286,2.36556,1.95728,0.0077527,0.0077527,0.0077527
229,1790.03,0.83031,0.70522,0.95147,0.63049,0.57644,0.5694,0.35311,1.16937,1.22852,1.15592,0.0077428,0.0077428,0.0077428
230,1797.81,0.85699,0.73906,0.95009,0.74645,0.63603,0.67157,0.45795,0.98529,0.93828,0.99421,0.0077329,0.0077329,0.0077329
231,1805.64,0.87347,0.75644,0.96471,0.68509,0.64646,0.66072,0.45072,1.00287,0.97117,1.00341,0.007723,0.007723,0.007723
232,1813.46,0.85058,0.72986,0.95798,0.70923,0.61798,0.63373,0.41296,1.03665,1.03425,1.0237,0.0077131,0.0077131,0.0077131
233,1821.38,0.90088,0.79018,0.96101,0.52491,0.38006,0.39323,0.19827,1.69665,2.38878,1.96834,0.0077032,0.0077032,0.0077032
234,1829.13,0.85852,0.72035,0.95354,0.42336,0.09207,0.07922,0.01904,3.07363,3.9971,4.44542,0.0076933,0.0076933,0.0076933
235,1837,0.85387,0.74245,0.95348,0.62489,0.5743,0.60327,0.38097,1.1742,1.16212,1.14943,0.0076834,0.0076834,0.0076834
236,1844.79,0.85279,0.72497,0.95673,0.68261,0.61905,0.63902,0.42998,0.98585,1.06255,1.01276,0.0076735,0.0076735,0.0076735
237,1852.6,0.85001,0.73248,0.95484,0.41134,0.29512,0.31654,0.16547,1.69478,1.99046,1.85156,0.0076636,0.0076636,0.0076636
238,1860.4,0.86082,0.75817,0.97063,0.45257,0.22186,0.22987,0.11113,1.95886,3.44239,2.19616,0.0076537,0.0076537,0.0076537
239,1868.2,0.86257,0.729,0.95735,0.46044,0.17629,0.16936,0.07287,2.52538,3.58143,3.1659,0.0076438,0.0076438,0.0076438
240,1876.1,0.86254,0.75578,0.96657,0.73072,0.66227,0.69641,0.46825,0.99159,0.9171,1.00186,0.0076339,0.0076339,0.0076339
241,1883.84,0.83655,0.72852,0.95283,0.72569,0.66335,0.70071,0.4702,0.98874,0.93785,1.00184,0.007624,0.007624,0.007624
242,1891.69,0.86006,0.74019,0.94898,0.4845,0.49836,0.49799,0.28597,1.33328,1.40568,1.24116,0.0076141,0.0076141,0.0076141
243,1899.49,0.871,0.73664,0.96382,0.72448,0.63115,0.67074,0.44799,1.00694,0.98888,1.01177,0.0076042,0.0076042,0.0076042
244,1907.31,0.86242,0.73663,0.96507,0.66779,0.61682,0.63152,0.42215,1.07067,1.08471,1.04539,0.0075943,0.0075943,0.0075943
245,1915.03,0.86983,0.74537,0.96074,0.52347,0.54305,0.52782,0.32222,1.25152,1.30491,1.23174,0.0075844,0.0075844,0.0075844
246,1922.94,0.85618,0.72215,0.95479,0.72433,0.67571,0.69674,0.47111,0.98915,0.8923,1.01217,0.0075745,0.0075745,0.0075745
247,1930.71,0.86803,0.73867,0.95414,0.3861,0.30851,0.2965,0.16228,1.65526,2.00888,1.65446,0.0075646,0.0075646,0.0075646
248,1938.52,0.86454,0.74342,0.95136,0.76173,0.65502,0.70938,0.47308,0.98705,0.90045,0.99865,0.0075547,0.0075547,0.0075547
249,1946.3,0.87493,0.73827,0.95064,0.5151,0.43307,0.41284,0.23238,1.50824,1.75516,1.50763,0.0075448,0.0075448,0.0075448
250,1954.1,0.84802,0.72884,0.94658,0.53196,0.26423,0.28702,0.14087,2.16709,2.88956,2.76816,0.0075349,0.0075349,0.0075349
251,1961.96,0.81315,0.68729,0.94762,0.70748,0.6595,0.68319,0.45698,0.95947,0.92431,0.99683,0.007525,0.007525,0.007525
252,1969.6,0.82359,0.69107,0.93853,0.36779,0.09609,0.11119,0.06259,2.58847,4.19696,3.03242,0.0075151,0.0075151,0.0075151
253,1977.33,0.85598,0.69763,0.95379,0.64978,0.63977,0.65487,0.44262,1.01131,0.96793,1.01997,0.0075052,0.0075052,0.0075052
254,1985.14,0.85668,0.72547,0.96104,0.61404,0.56674,0.57569,0.33445,1.3153,1.18465,1.34545,0.0074953,0.0074953,0.0074953
255,1992.95,0.84264,0.72641,0.9503,0.5507,0.27905,0.27596,0.13492,1.97767,2.2228,2.42882,0.0074854,0.0074854,0.0074854
256,2000.76,0.86471,0.75346,0.96688,0.65903,0.60078,0.62281,0.42743,1.04087,1.09816,1.03428,0.0074755,0.0074755,0.0074755
257,2008.55,0.83511,0.7064,0.9525,0.65165,0.63824,0.63695,0.43211,1.00355,0.9676,1.02193,0.0074656,0.0074656,0.0074656
258,2016.35,0.85168,0.73347,0.94994,0.68862,0.64732,0.66878,0.4542,0.96667,0.91897,1.00477,0.0074557,0.0074557,0.0074557
259,2024.13,0.84741,0.72592,0.95525,0.72372,0.68258,0.7001,0.48233,0.9565,0.89682,0.99091,0.0074458,0.0074458,0.0074458
260,2031.94,0.84311,0.71082,0.94718,0.71853,0.66098,0.68758,0.45605,0.98539,0.92359,1.00867,0.0074359,0.0074359,0.0074359
261,2039.7,0.85648,0.73764,0.95157,0.53314,0.3245,0.34249,0.17569,1.72222,2.59593,1.95354,0.007426,0.007426,0.007426
262,2047.49,0.83885,0.71025,0.9517,0.51913,0.42921,0.42798,0.23372,1.5384,2.0055,1.76138,0.0074161,0.0074161,0.0074161
263,2055.33,0.8412,0.72065,0.95454,0.71659,0.61935,0.64652,0.42723,1.01377,1.00117,1.01988,0.0074062,0.0074062,0.0074062
264,2063.19,0.84256,0.73301,0.95053,0.40785,0.38202,0.35225,0.1926,1.53582,1.89681,1.59635,0.0073963,0.0073963,0.0073963
265,2071.17,0.83421,0.70986,0.9414,0.65856,0.65151,0.65259,0.44254,0.98883,0.9609,1.01372,0.0073864,0.0073864,0.0073864
266,2078.92,0.82262,0.67954,0.94532,0.61672,0.56473,0.60509,0.40414,1.06246,1.28344,1.06176,0.0073765,0.0073765,0.0073765
267,2086.78,0.83322,0.71155,0.94216,0.67786,0.61057,0.62861,0.42973,0.98568,1.00333,1.01378,0.0073666,0.0073666,0.0073666
268,2094.61,0.8395,0.73056,0.94843,0.64473,0.65597,0.65224,0.44507,0.99363,0.98582,0.99937,0.0073567,0.0073567,0.0073567
269,2102.43,0.86202,0.72998,0.96524,0.51657,0.17789,0.16981,0.08257,2.25575,3.44779,2.62494,0.0073468,0.0073468,0.0073468
270,2110.13,0.84825,0.7139,0.95668,0.56297,0.5042,0.52,0.31991,1.27164,1.52649,1.25062,0.0073369,0.0073369,0.0073369
271,2118.09,0.83691,0.70461,0.94592,0.63549,0.63136,0.64813,0.44424,0.98497,0.97715,1.00717,0.007327,0.007327,0.007327
272,2125.83,0.83855,0.71745,0.95655,0.62788,0.58579,0.60568,0.40885,1.03846,1.16126,1.03077,0.0073171,0.0073171,0.0073171
273,2133.66,0.85169,0.70358,0.94687,0.70718,0.67244,0.68791,0.46329,0.96144,0.88044,0.98992,0.0073072,0.0073072,0.0073072
274,2141.42,0.84371,0.72866,0.95296,0.7336,0.62948,0.67199,0.45228,0.98716,0.91595,0.99407,0.0072973,0.0072973,0.0072973
275,2149.33,0.83587,0.69438,0.94624,0.63392,0.65275,0.64828,0.42812,1.02063,0.99636,1.02341,0.0072874,0.0072874,0.0072874
276,2157.08,0.84526,0.70357,0.95769,0.73586,0.6389,0.66592,0.45106,1.01741,0.94946,1.03662,0.0072775,0.0072775,0.0072775
277,2164.88,0.80473,0.67663,0.93022,0.65959,0.67232,0.66769,0.45693,0.96659,0.91855,0.99403,0.0072676,0.0072676,0.0072676
278,2172.62,0.81514,0.70453,0.9438,0.76843,0.63612,0.67421,0.4549,0.98613,0.92633,1.00855,0.0072577,0.0072577,0.0072577
279,2180.51,0.81894,0.68918,0.9379,0.76245,0.66732,0.68983,0.46839,0.96555,0.91295,0.99231,0.0072478,0.0072478,0.0072478
280,2188.35,0.81178,0.69045,0.93452,0.70584,0.69282,0.68432,0.46619,0.95913,0.92895,0.99695,0.0072379,0.0072379,0.0072379
281,2196.08,0.81293,0.69622,0.93549,0.43845,0.34584,0.32536,0.17077,1.87099,2.88484,2.21831,0.007228,0.007228,0.007228
282,2203.85,0.80825,0.66383,0.9381,0.43241,0.20211,0.253,0.13516,1.80736,3.00018,1.86084,0.0072181,0.0072181,0.0072181
283,2211.7,0.84126,0.68161,0.95423,0.68667,0.62579,0.66373,0.451,1.01105,0.99313,1.00446,0.0072082,0.0072082,0.0072082
284,2219.53,0.81547,0.68227,0.93288,0.70264,0.63185,0.6708,0.46085,0.98181,0.93256,0.99563,0.0071983,0.0071983,0.0071983
285,2227.33,0.81649,0.68568,0.94104,0.49374,0.34803,0.34089,0.18337,1.81194,2.83559,2.08622,0.0071884,0.0071884,0.0071884
286,2235.08,0.8326,0.68202,0.9434,0.62117,0.47854,0.50181,0.27764,1.42193,1.47586,1.414,0.0071785,0.0071785,0.0071785
287,2242.87,0.82937,0.69542,0.94491,0.36738,0.17803,0.15789,0.06764,2.54167,3.50194,3.37796,0.0071686,0.0071686,0.0071686
288,2250.66,0.82757,0.67767,0.94178,0.53257,0.24004,0.2171,0.10734,2.04795,2.68042,2.1312,0.0071587,0.0071587,0.0071587
289,2258.47,0.82968,0.67047,0.93682,0.7219,0.65079,0.6715,0.45175,0.99235,0.94116,1.0015,0.0071488,0.0071488,0.0071488
290,2266.26,0.82472,0.6774,0.94508,0.7589,0.65959,0.70536,0.47813,0.95408,0.88366,0.98355,0.0071389,0.0071389,0.0071389
291,2274.07,0.83405,0.70659,0.94221,0.68032,0.6214,0.65664,0.43554,0.99817,0.93012,1.00792,0.007129,0.007129,0.007129
292,2281.85,0.81551,0.68838,0.94377,0.39468,0.16033,0.10783,0.0379,3.01204,3.4811,5.10535,0.0071191,0.0071191,0.0071191
293,2289.7,0.81878,0.6673,0.93859,0.52532,0.43434,0.42701,0.23029,1.59419,1.7357,1.84778,0.0071092,0.0071092,0.0071092
294,2297.51,0.83118,0.6821,0.94372,0.40667,0.263,0.23007,0.10765,2.27314,4.03935,2.90377,0.0070993,0.0070993,0.0070993
295,2305.24,0.83504,0.693,0.9421,0.72591,0.60814,0.67567,0.44494,1.06015,0.99771,1.05214,0.0070894,0.0070894,0.0070894
296,2313.04,0.81251,0.67445,0.93105,0.73858,0.64393,0.67283,0.46217,0.98319,0.92811,0.9912,0.0070795,0.0070795,0.0070795
297,2320.76,0.82053,0.68174,0.93197,0.77345,0.62431,0.69039,0.47227,0.97416,0.93067,0.99432,0.0070696,0.0070696,0.0070696
298,2328.6,0.82504,0.70187,0.94809,0.70164,0.64837,0.67524,0.45866,0.98263,0.99286,1.00131,0.0070597,0.0070597,0.0070597
299,2336.36,0.83112,0.70003,0.94619,0.75897,0.62919,0.67331,0.4573,0.98016,0.91095,1.00462,0.0070498,0.0070498,0.0070498
300,2344.21,0.83174,0.69814,0.94979,0.71638,0.64927,0.66893,0.45929,0.98973,0.93507,1.00387,0.0070399,0.0070399,0.0070399
301,2352.03,0.80251,0.69829,0.94375,0.72727,0.60289,0.63668,0.43608,1.04098,1.03849,1.02685,0.00703,0.00703,0.00703
302,2359.78,0.81487,0.68237,0.94279,0.65307,0.43989,0.5061,0.30405,1.27667,1.61235,1.1918,0.0070201,0.0070201,0.0070201
303,2367.65,0.80688,0.68646,0.94162,0.68144,0.63792,0.64819,0.43713,1.00069,0.97595,1.04348,0.0070102,0.0070102,0.0070102
304,2375.39,0.80354,0.66504,0.93811,0.66299,0.62661,0.64317,0.43601,1.00838,0.97681,1.0343,0.0070003,0.0070003,0.0070003
305,2383.25,0.80522,0.65167,0.94044,0.70676,0.66709,0.68858,0.46136,0.96346,0.90115,0.99882,0.0069904,0.0069904,0.0069904
306,2391.08,0.82587,0.68726,0.94641,0.76746,0.65196,0.6771,0.45828,0.96962,0.92827,1.00145,0.0069805,0.0069805,0.0069805
307,2398.86,0.82997,0.66895,0.93682,0.75204,0.60839,0.6498,0.42986,1.02878,1.03064,1.02853,0.0069706,0.0069706,0.0069706
308,2406.69,0.82017,0.67431,0.93678,0.70166,0.64456,0.66377,0.45512,0.9863,0.97375,1.00932,0.0069607,0.0069607,0.0069607
309,2414.61,0.81543,0.67345,0.9397,0.72631,0.62067,0.65589,0.43039,1.04459,0.95358,1.06072,0.0069508,0.0069508,0.0069508
310,2422.34,0.81297,0.67555,0.9447,0.74029,0.67113,0.7103,0.48193,0.94492,0.85387,0.98895,0.0069409,0.0069409,0.0069409
311,2430.16,0.82136,0.69198,0.93418,0.7442,0.66534,0.69898,0.46963,0.96996,0.88311,1.0043,0.006931,0.006931,0.006931
312,2437.94,0.83285,0.67477,0.93529,0.7225,0.64484,0.6677,0.44978,0.98239,0.91519,1.00766,0.0069211,0.0069211,0.0069211
313,2445.75,0.8099,0.67472,0.94032,0.72651,0.65364,0.66486,0.44904,0.98229,0.93082,0.99942,0.0069112,0.0069112,0.0069112
314,2453.57,0.84049,0.69454,0.94395,0.74084,0.62131,0.65492,0.44871,0.96776,0.95023,0.98595,0.0069013,0.0069013,0.0069013
315,2461.33,0.81169,0.69076,0.93431,0.53408,0.32991,0.34273,0.18633,1.65639,2.53058,1.8776,0.0068914,0.0068914,0.0068914
316,2469.14,0.81029,0.6898,0.93962,0.67682,0.63988,0.6592,0.44958,0.98233,0.97241,1.00825,0.0068815,0.0068815,0.0068815
317,2476.98,0.79811,0.68051,0.93485,0.70392,0.65222,0.6605,0.44541,0.98335,0.9848,0.99932,0.0068716,0.0068716,0.0068716
318,2484.73,0.7843,0.64583,0.93571,0.70625,0.59544,0.64352,0.42655,1.00942,1.06557,1.01962,0.0068617,0.0068617,0.0068617
319,2492.58,0.79894,0.66276,0.93992,0.6735,0.6798,0.677,0.45603,0.96116,0.95178,1.00074,0.0068518,0.0068518,0.0068518
320,2500.48,0.80991,0.65185,0.93553,0.72374,0.67308,0.69332,0.46827,0.95957,0.8817,0.99349,0.0068419,0.0068419,0.0068419
321,2508.2,0.82547,0.66779,0.94801,0.73811,0.62872,0.66847,0.46565,0.96646,0.92218,0.98323,0.006832,0.006832,0.006832
322,2516,0.80632,0.6673,0.93896,0.65438,0.50917,0.55353,0.35804,1.11942,1.31417,1.11245,0.0068221,0.0068221,0.0068221
323,2523.83,0.82595,0.67638,0.9411,0.71394,0.63137,0.64517,0.44071,1.0134,0.99285,1.00845,0.0068122,0.0068122,0.0068122
324,2531.58,0.80034,0.65928,0.92886,0.73714,0.64105,0.6597,0.45972,0.98784,0.94073,0.99079,0.0068023,0.0068023,0.0068023
325,2539.38,0.80182,0.63991,0.92939,0.68469,0.6138,0.6533,0.42681,1.06061,1.0165,1.0394,0.0067924,0.0067924,0.0067924
326,2547.11,0.82688,0.66638,0.94449,0.72245,0.66365,0.68929,0.46711,0.97194,0.92399,0.98984,0.0067825,0.0067825,0.0067825
327,2555,0.8,0.66013,0.93102,0.74376,0.68436,0.6998,0.47976,0.95731,0.89061,0.9803,0.0067726,0.0067726,0.0067726
328,2562.71,0.81054,0.64098,0.93753,0.42121,0.19292,0.19526,0.08537,2.17742,4.09696,2.68401,0.0067627,0.0067627,0.0067627
329,2570.53,0.805,0.64643,0.93621,0.61674,0.30335,0.34917,0.19639,1.56027,2.19747,1.59907,0.0067528,0.0067528,0.0067528
330,2578.39,0.8115,0.66505,0.93388,0.69896,0.64119,0.68182,0.46312,0.98523,0.92255,1.0029,0.0067429,0.0067429,0.0067429
331,2586.17,0.80107,0.65711,0.93842,0.75794,0.66149,0.70688,0.47704,0.98963,0.87397,0.99569,0.006733,0.006733,0.006733
332,2594.04,0.82878,0.66147,0.93754,0.6681,0.61801,0.63935,0.41824,1.07037,1.02774,1.04884,0.0067231,0.0067231,0.0067231
333,2601.87,0.82884,0.67177,0.94073,0.52846,0.42591,0.40973,0.22848,1.56218,2.27877,1.80741,0.0067132,0.0067132,0.0067132
334,2609.63,0.81531,0.66126,0.93784,0.73839,0.63391,0.66357,0.44765,0.98125,0.90798,0.99231,0.0067033,0.0067033,0.0067033
335,2617.44,0.79648,0.66143,0.94115,0.66537,0.38935,0.46598,0.25878,1.47791,1.56774,1.67629,0.0066934,0.0066934,0.0066934
336,2625.18,0.8183,0.65714,0.93728,0.64469,0.68716,0.65868,0.43069,1.03299,1.00518,1.02842,0.0066835,0.0066835,0.0066835
337,2633,0.81031,0.68204,0.94033,0.70546,0.6085,0.6441,0.45075,0.96234,0.9479,0.98836,0.0066736,0.0066736,0.0066736
338,2640.85,0.79687,0.64832,0.9369,0.62364,0.56881,0.55912,0.33207,1.27006,1.3114,1.30742,0.0066637,0.0066637,0.0066637
339,2648.69,0.8038,0.64648,0.93989,0.71883,0.63087,0.65777,0.44886,0.9641,0.91614,0.99679,0.0066538,0.0066538,0.0066538
340,2656.49,0.79757,0.65588,0.93265,0.67062,0.64185,0.64642,0.43354,1.01255,0.99817,1.02551,0.0066439,0.0066439,0.0066439
341,2664.25,0.78912,0.64706,0.92506,0.58899,0.35695,0.38998,0.20541,1.5183,2.13808,1.63107,0.006634,0.006634,0.006634
342,2672.13,0.80925,0.64283,0.93954,0.76852,0.65669,0.68562,0.46101,0.97157,0.90996,0.99187,0.0066241,0.0066241,0.0066241
343,2679.95,0.79792,0.638,0.93449,0.79298,0.67419,0.7093,0.47927,0.95453,0.86287,0.9875,0.0066142,0.0066142,0.0066142
344,2687.88,0.79963,0.65511,0.93341,0.7443,0.66218,0.6677,0.44951,0.98444,0.954,1.00298,0.0066043,0.0066043,0.0066043
345,2695.62,0.79347,0.65569,0.9339,0.71678,0.65299,0.67078,0.45461,0.95916,0.91383,0.98753,0.0065944,0.0065944,0.0065944
346,2703.38,0.80057,0.65226,0.93364,0.70063,0.64387,0.6716,0.44843,0.97225,0.94561,0.99117,0.0065845,0.0065845,0.0065845
347,2711.21,0.82075,0.67461,0.94212,0.65639,0.69564,0.69348,0.47411,0.95762,0.85994,0.98756,0.0065746,0.0065746,0.0065746
348,2719,0.79595,0.642,0.93923,0.72659,0.69616,0.70747,0.4763,0.94685,0.85508,0.99189,0.0065647,0.0065647,0.0065647
349,2726.8,0.82271,0.65556,0.93801,0.74913,0.64493,0.67706,0.45497,0.98441,0.92603,1.01329,0.0065548,0.0065548,0.0065548
350,2734.64,0.79478,0.63816,0.92702,0.7644,0.67049,0.697,0.47678,0.94939,0.84838,0.99274,0.0065449,0.0065449,0.0065449
351,2742.5,0.77613,0.62491,0.92615,0.50727,0.23864,0.22662,0.12359,1.9196,2.70984,2.15602,0.006535,0.006535,0.006535
352,2750.24,0.79918,0.63792,0.92873,0.68094,0.59564,0.62796,0.41819,1.01931,0.99871,1.02945,0.0065251,0.0065251,0.0065251
353,2758,0.8089,0.66589,0.94824,0.73859,0.63382,0.66212,0.446,0.98629,0.95629,1.00629,0.0065152,0.0065152,0.0065152
354,2765.79,0.77703,0.62593,0.92665,0.75175,0.61733,0.66458,0.43378,1.01813,1.01669,1.03027,0.0065053,0.0065053,0.0065053
355,2773.69,0.78366,0.63679,0.93116,0.70957,0.66287,0.68459,0.47131,0.94176,0.88753,0.97926,0.0064954,0.0064954,0.0064954
356,2781.42,0.79691,0.63588,0.93141,0.72707,0.65757,0.67447,0.46324,0.94225,0.89232,0.98265,0.0064855,0.0064855,0.0064855
357,2789.24,0.79348,0.65424,0.93685,0.52987,0.41715,0.41581,0.23068,1.5275,1.79882,1.70733,0.0064756,0.0064756,0.0064756
358,2797.08,0.78568,0.64678,0.93026,0.66702,0.61686,0.64343,0.41343,1.01825,1.00657,1.02182,0.0064657,0.0064657,0.0064657
359,2804.89,0.78583,0.62588,0.93346,0.71468,0.59804,0.63961,0.42462,0.97426,0.99975,1.00528,0.0064558,0.0064558,0.0064558
